id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
287,Precision measurement of 144Ce-144Pr beta spectrum with semiconductor spectrometers.,Irina Lomskaya,"Aleksandr Derbin,Dmitriy Semenov,Evgeniy Unzhakov,Igor Alexeev,Ilia Drachnev,Irina Kotina,Irina Lomskaya,Nelly Niyazova,Sergey Bakhlanov,Valentina Muratova",,,Precision measurement of 144Ce-144Pr $\beta$-spectrum for sterile neutrino search experiments.,https://indico.fnal.gov/event/19348/contributions/186247/attachments/129335/156862/Lomskaya_poster_neurtino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186247/attachments/129335/156863/Lomskaya_neutrino2020_summary_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186247/attachments/129335/156863/Lomskaya_neutrino2020_summary_video.mp4,https://indico.fnal.gov/event/19348/contributions/186247/attachments/129335/156862/Lomskaya_poster_neurtino2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186247/contribution.pdf,3
288,Indirect detection of dark matter at INO,Deepak Tiwari,Deepak Tiwari,"Anushree Ghosh,Sandhya Choubey",INO,We present prospects of detection of dark matter annihilation signatures at INO,https://indico.fnal.gov/event/19348/contributions/186336/attachments/129861/157760/Neutrino2020_DT_v1.pdf,https://indico.fnal.gov/event/19348/contributions/186336/attachments/129861/157761/Neutrino2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186336/attachments/129861/157760/Neutrino2020_DT_v1.pdf,https://indico.fnal.gov/event/19348/contributions/186336/attachments/129861/157761/Neutrino2020.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186336/contribution.pdf,4
289,Constraints on models with light mediators from the latest CONNIE results,Brenda Aurea Cervantes Vergara,Brenda Aurea Cervantes Vergara,,CONNIE collaboration,CONNIE 95% C.L. limit and its constraints on simplified extensions of the SM with light mediators.,https://indico.fnal.gov/event/19348/contributions/186286/attachments/129704/157466/Poster_CONNIE_Nu2020.pdf,https://indico.fnal.gov/event/19348/contributions/186286/attachments/129704/157467/Video_CONNIE_Nu2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186286/attachments/129704/157466/Poster_CONNIE_Nu2020.pdf,https://indico.fnal.gov/event/19348/contributions/186286/attachments/129704/157467/Video_CONNIE_Nu2020.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186286/contribution.pdf,1
290,MH sensitivity study at JUNO,yaping cheng,yaping cheng,,,MH sensitivity study at JUNO with detector response will be presented.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186291/contribution.pdf,2
291,Search for exotic neutrino interactions using solar neutrinos in XMASS-I,Hiroshi Ogawa,Hiroshi Ogawa,,XMASS collaboration,XMASS-I experiment search for exotic neutrino-electron interactions in xenon using solar neutrinos.,https://indico.fnal.gov/event/19348/contributions/186283/attachments/129234/156700/200622-ogawa-neutrino2020poster-v2.pdf,https://indico.fnal.gov/event/19348/contributions/186283/attachments/129234/156701/200622-ogawa-neutrino2020poster-forvideo.mp4,"https://indico.fnal.gov/event/19348/contributions/186283/attachments/129234/156701/200622-ogawa-neutrino2020poster-forvideo.mp4,https://indico.fnal.gov/event/19348/contributions/186283/attachments/129234/156700/200622-ogawa-neutrino2020poster-v2.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186283/contribution.pdf,3
292,Measurement of low-$Q^{2}$ protons from neutral current events in argon with MicroBooNE,Lu Ren,Lu Ren,,MicroBooNE,Measurement of low-$Q^{2}$ protons from neutral current events in argon with MicroBooNE,https://indico.fnal.gov/event/19348/contributions/186194/attachments/129455/157044/Neutrino2020_Poster_NC1p_LuRen_v5.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186194/attachments/129455/157044/Neutrino2020_Poster_NC1p_LuRen_v5.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186194/contribution.pdf,4
294,Performance of ProtoDUNE Dual-Phase,Laura Zambelli,Laura Zambelli,,DUNE collaboration,ProtoDUNE Dual-Phase principal design features and preliminary results showing performance,https://indico.fnal.gov/event/19348/contributions/186470/attachments/129261/156743/poster_dp_perf_laura.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186470/attachments/129261/156743/poster_dp_perf_laura.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186470/contribution.pdf,1
295,Latest results from the CUORE experiment on double beta decay of $^{130}Te$ to the first $0^+$ excited state of $^{130}Xe$,Guido Fantini,Guido Fantini,,CUORE collaboration,Bayesian limit on $^{130}$Te $\beta\beta$ decay rate to $0^+_2$ excited state of $^{130}$Xe,https://indico.fnal.gov/event/19348/contributions/186212/attachments/129517/157137/FANTINI_v1.pdf,https://indico.fnal.gov/event/19348/contributions/186212/attachments/129517/157634/VideoPresentation_Neutrino2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186212/attachments/129517/157137/FANTINI_v1.pdf,https://indico.fnal.gov/event/19348/contributions/186212/attachments/129517/157634/VideoPresentation_Neutrino2020.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186212/contribution.pdf,2
296,The Blazar Hadronic Code Comparison Project,Matteo Cerruti,Matteo Cerruti,"Andreas Zech,Anita Reimer,Annika Rudolph,Anton Dmytriiev,Apostolos Mastichiadis,Foteini Oikonomou,Kohta Murase,Maria Petropoulou,Markus Böttcher,Michael Kreter,Shan Gao,Stavros Dimitrakoudis,Susumu Inoue,Walter Winter,Xavier Rodrigues",,We show the results from the first comprehensive comparison of blazar hadronic codes,https://indico.fnal.gov/event/19348/contributions/186192/attachments/129815/157798/poster_Neutrino_2020____Code_Comparison.pdf,https://indico.fnal.gov/event/19348/contributions/186192/attachments/129815/157661/Blazar_hadronic_codes_neutrino_2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186192/attachments/129815/157661/Blazar_hadronic_codes_neutrino_2020.mp4,https://indico.fnal.gov/event/19348/contributions/186192/attachments/129815/157798/poster_Neutrino_2020____Code_Comparison.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186192/contribution.pdf,3
297,Temperature Stabilization of the Borexino Detector for the CNO Quest,Aldo Ianni,Rossi Nicola,Aldo Ianni,BOREXINO,Thermal insulation of Boreixno for improving sensitivity to CNO neutrinos.,https://indico.fnal.gov/event/19348/contributions/186209/attachments/129885/157806/bx_temp_stab_ianni_rossi.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186209/attachments/129885/157806/bx_temp_stab_ianni_rossi.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186209/contribution.pdf,4
298,Cosmic Ray track reconstruction with ProtoDUNE Dual-Phase,Etienne Chardonnet,Etienne Chardonnet,,The Deep Underground Neutrino Experiment,"The tracks left by cosmic rays show the potential of a large, dual-phase LArTPC",https://indico.fnal.gov/event/19348/contributions/186197/attachments/129631/157326/Neutrino2020_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186197/attachments/129631/157326/Neutrino2020_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186197/contribution.pdf,1
299,Analysis Status of NEOS Phase-II,Jinyu Kim,Jinyu Kim,,NEOS,Analysis status of NEOS Phase-II including very preliminary results of the 500-day data,https://indico.fnal.gov/event/19348/contributions/186666/attachments/129538/157319/NEUTRINO_2020_POSTER_LANDSCAPE_V4_JYKIM.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186666/attachments/129538/157319/NEUTRINO_2020_POSTER_LANDSCAPE_V4_JYKIM.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186666/contribution.pdf,2
300,Hadronization Tuning with GENIE v3.,Julia Tena Vidal,Julia Tena Vidal,,GENIE Collaboration,First GENIE hadronization tune addresses disagreements with neutrino interaction data,https://indico.fnal.gov/event/19348/contributions/186223/attachments/129425/157000/Poster_Neutrino_JTenaVidal.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186223/attachments/129425/157000/Poster_Neutrino_JTenaVidal.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186223/contribution.pdf,3
301,Parameterization and applications of the low momentum transfer nucleon vector form factors,Kaushik Borah,Kaushik Borah,"Gabriel Lee,Oleksandr Tomalak,Richard Hill",,"Accounting for ep scattering data of A1@MAMI, neutrino-nucleon CCQE cross sections change by 3-5%.",https://indico.fnal.gov/event/19348/contributions/186218/attachments/129245/156724/nu2020_poster_KB_v2.pdf,https://indico.fnal.gov/event/19348/contributions/186218/attachments/129245/156725/final_video_v1.mp4,"https://indico.fnal.gov/event/19348/contributions/186218/attachments/129245/156725/final_video_v1.mp4,https://indico.fnal.gov/event/19348/contributions/186218/attachments/129245/156724/nu2020_poster_KB_v2.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186218/contribution.pdf,4
302,"Connecting neutrinos to everything, via heavy neutral leptons",James Cline,James Cline,"Matteo Puel,Takashi Toma",,I present a minimal framework connecting neutrinos to outstanding problems in particle cosmology.,https://indico.fnal.gov/event/19348/contributions/186199/attachments/129040/156411/jcline-nu2020-poster.pdf,https://indico.fnal.gov/event/19348/contributions/186199/attachments/129040/156412/jcline-nu-poster.mp4,"https://indico.fnal.gov/event/19348/contributions/186199/attachments/129040/156411/jcline-nu2020-poster.pdf,https://indico.fnal.gov/event/19348/contributions/186199/attachments/129040/156412/jcline-nu-poster.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186199/contribution.pdf,1
303,First results of CROSS underground measurements with massive bolometers,Anastasiia Zolotarova,Anastasiia Zolotarova,,CROSS collaboration,"Excellent performance, particle discrimination of massive bolometers in CROSS underground facility",https://indico.fnal.gov/event/19348/contributions/186216/attachments/129716/157485/CROSS_neutrino_2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186216/attachments/129716/157485/CROSS_neutrino_2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186216/contribution.pdf,2
304,Scrutinizing the CEvNS analysis,Julia Gehrlein,Julia Gehrlein,Peter Denton,,An improved statistical analysis of the CEvNS process demonstrated on the example of the CsI data,https://indico.fnal.gov/event/19348/contributions/186174/attachments/129696/157460/poster.pdf,https://indico.fnal.gov/event/19348/contributions/186174/attachments/129696/157938/video_cevns.mp4,"https://indico.fnal.gov/event/19348/contributions/186174/attachments/129696/157460/poster.pdf,https://indico.fnal.gov/event/19348/contributions/186174/attachments/129696/157938/video_cevns.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186174/contribution.pdf,3
305,Studying the AGN Radio and Neutrino correlation,Abhishek Desai,Abhishek Desai,,IceCube Collaboration,Stacking analysis of 10 years of IceCube data in the direction of AGN reported in MOJAVE XV catalog.,https://indico.fnal.gov/event/19348/contributions/186221/attachments/129504/157118/Neutrino2020_radio_correlation_poster.pdf,https://indico.fnal.gov/event/19348/contributions/186221/attachments/129504/158041/Neutrino2020_abhishek_desai.mp4,"https://indico.fnal.gov/event/19348/contributions/186221/attachments/129504/158041/Neutrino2020_abhishek_desai.mp4,https://indico.fnal.gov/event/19348/contributions/186221/attachments/129504/157118/Neutrino2020_radio_correlation_poster.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186221/contribution.pdf,4
306,Measurement of the atmospheric muon flux between 2.2 and 3.4 km depth undersea with KM3NeT,Massimiliano Lincetto,"Karel Melis,Massimiliano Lincetto,Simone Biagi","Dorothea Samtleben,Jannik Hofestädt,Rosa Coniglione,Vladimir Kulikovskiy",KM3NeT,The first KM3NeT detection units measure the atmospheric muon flux as a function of water depth.,https://indico.fnal.gov/event/19348/contributions/186226/attachments/129586/157250/KM3NeT_CONF_2020_002_Poster_Neutrino2020_DU_Lincetto_DepthDependence.pdf,https://indico.fnal.gov/event/19348/contributions/186226/attachments/129586/157773/Lincetto_DepthDependence.mp4,"https://indico.fnal.gov/event/19348/contributions/186226/attachments/129586/157250/KM3NeT_CONF_2020_002_Poster_Neutrino2020_DU_Lincetto_DepthDependence.pdf,https://indico.fnal.gov/event/19348/contributions/186226/attachments/129586/157773/Lincetto_DepthDependence.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186226/contribution.pdf,1
307,Using boosted decision trees to identify supernova neutrino interactions in DUNE,Erin Conley,Erin Conley,,Deep Underground Neutrino Experiment,Analysis of a supernova burst can be improved by separating different interaction channels,https://indico.fnal.gov/event/19348/contributions/186196/attachments/129399/156955/Neutrino2020Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186196/attachments/129399/156955/Neutrino2020Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186196/contribution.pdf,2
308,The CROSS experiment: rejecting surface events with PSD,Hawraa Khalife,Hawraa Khalife,,The CROSS experiment,Thin-film-coated bolometers for 0νββ search show PSD capability between surface and bulk events.,NotFound,NotFound,https://indico.fnal.gov/event/19348/contributions/186492/attachments/129345/156878/nu2020_Khalife.pptx,null,null,null,https://indico.fnal.gov/event/19348/contributions/186492/contribution.pdf,3
309,Exploring the effect of Lorentz invariance violation with the currently running long-baseline experiments.,RUDRA MAJHI,RUDRA MAJHI,"Rukmani Mohanta,Soumya C.",NOvA,Sensitivity Limits on LIV parameters and their effects are studied for NOvA and T2K experiments.,https://indico.fnal.gov/event/19348/contributions/186573/attachments/129731/157511/LIV-NEUTRINO-2020-ID-309.mp4,https://indico.fnal.gov/event/19348/contributions/186573/attachments/129731/157511/LIV-NEUTRINO-2020-ID-309.mp4,"https://indico.fnal.gov/event/19348/contributions/186573/attachments/129731/157511/LIV-NEUTRINO-2020-ID-309.mp4,https://indico.fnal.gov/event/19348/contributions/186573/attachments/129731/157511/LIV-NEUTRINO-2020-ID-309.mp4,https://indico.fnal.gov/event/19348/contributions/186573/attachments/129731/157506/LIV-Neutrino-2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186573/contribution.pdf,4
310,SuperNEMO double-beta decay detector progress,Cheryl Patrick,Cheryl Patrick,,The SuperNEMO Collaboration,SuperNEMO’s tracker-calorimeter will investigate double-beta decay mechanisms of Se-82 from 2021.,https://indico.fnal.gov/event/19348/contributions/186287/attachments/129742/157529/NeutrinoSuperNEMO2020PosterCPatrick.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186287/attachments/129742/157529/NeutrinoSuperNEMO2020PosterCPatrick.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186287/contribution.pdf,1
311,Neutron Background Simulations for LEGEND-1000 in a Geant4-based Framework,CJ Barton,CJ Barton,,The LEGEND Collaboration,Simulations for LEGEND help optimize the final design of LEGEND-1000.,https://indico.fnal.gov/event/19348/contributions/186202/attachments/129580/157242/CJBarton-Neutrino2020-rev3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186202/attachments/129580/157242/CJBarton-Neutrino2020-rev3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186202/contribution.pdf,2
312,CNO Solar Neutrino Flux Sensitivity with Theia,Max Smiley,Max Smiley,"Gabriel Orebi Gann,Richard Bonventre",Theia Collaboration,"CNO solar neutrino flux sensitivity with Theia, a multi-kiloton advanced optical neutrino detector",https://indico.fnal.gov/event/19348/contributions/186190/attachments/129886/157808/TheiaSolarNeutrinoPoster.pdf,https://indico.fnal.gov/event/19348/contributions/186190/attachments/129886/157809/TheiaSolarNeutrinoVideo.mp4,"https://indico.fnal.gov/event/19348/contributions/186190/attachments/129886/157808/TheiaSolarNeutrinoPoster.pdf,https://indico.fnal.gov/event/19348/contributions/186190/attachments/129886/157809/TheiaSolarNeutrinoVideo.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186190/contribution.pdf,3
313,Production of DUNE anode plane assemblies,Sebastien Prince,Sebastien Prince,,DUNE,Production of DUNE ionization-electron sensing components will start in 2020.,https://indico.fnal.gov/event/19348/contributions/186176/attachments/129437/157015/APA_production_v3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186176/attachments/129437/157015/APA_production_v3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186176/contribution.pdf,4
314,Design and Operation of a Charged Particle Beamline for the NOvA Test Beam Experiment,David Duenas Tonguino,"David Duenas Tonguino,Michael Wallbank","Alexandre Sousa,Andrew Sutton,Teresa Lackey",NOvA Collaboration,NOvA has deployed a new beamline to provide tagged charged particles for its Test Beam program.,https://indico.fnal.gov/event/19348/contributions/186184/attachments/129881/157796/Poster_Neutrino2020_Beamline_NOvATB.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186184/attachments/129881/157796/Poster_Neutrino2020_Beamline_NOvATB.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186184/contribution.pdf,1
315,WATCHMAN Sensitivity to Remote Reactor Discovery,Tomi Akindele,Tomi Akindele,,WATCHMAN,We explore the sensitivity of the WATCHMAN detector to discover or exclude nuclear reactors.,https://indico.fnal.gov/event/19348/contributions/186168/attachments/129921/157862/Akindele_neutrino2020_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186168/attachments/129921/157862/Akindele_neutrino2020_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186168/contribution.pdf,2
316,Comparison of the measured atmospheric muon flux with Monte Carlo simulations for the first KM3NeT/ARCA and KM3NeT/ORCA Detection Units,Piotr Kalaczynski,Piotr Kalaczynski,,KM3NeT,“KM3NeT detectors are growing and the muon flux they measure agrees with the simulations”,https://indico.fnal.gov/event/19348/contributions/186566/attachments/129387/157268/poster.pdf,https://indico.fnal.gov/event/19348/contributions/186566/attachments/129387/157277/PK_Neutrino2020_v3.mp4,"https://indico.fnal.gov/event/19348/contributions/186566/attachments/129387/157277/PK_Neutrino2020_v3.mp4,https://indico.fnal.gov/event/19348/contributions/186566/attachments/129387/157268/poster.pdf,https://indico.fnal.gov/event/19348/contributions/186566/attachments/129387/157269/poster_smaller.png",null,null,null,https://indico.fnal.gov/event/19348/contributions/186566/contribution.pdf,3
317,Shower Reconstruction in Liquid Argon Time Projection Chambers using Graphical Neural Networks,Francois Drielsma,Francois Drielsma,"Kazuhiro Terao,Pierre Cote de Soux,Qing Lin",,Graphical Neural Networks offer a promising novel approach to shower reconstruction in LArTPCs,https://indico.fnal.gov/event/19348/contributions/186219/attachments/129916/157857/nu2020_lartpc_gnn_shower_reco_drielsma.pdf,https://indico.fnal.gov/event/19348/contributions/186219/attachments/129916/157876/nu2020_lartpc_gnn_shower_reco_drielsma_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186219/attachments/129916/157857/nu2020_lartpc_gnn_shower_reco_drielsma.pdf,https://indico.fnal.gov/event/19348/contributions/186219/attachments/129916/157876/nu2020_lartpc_gnn_shower_reco_drielsma_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186219/contribution.pdf,4
318,SNOLAB Material Assay Capabilities,Tom Sonley,Tom Sonley,,SNOLAB,The SNOLAB material assay system measures intrinsic radioactivity of samples for design purposes.,https://indico.fnal.gov/event/19348/contributions/186201/attachments/129807/157645/Sonley_Neutrino_2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186201/attachments/129807/157645/Sonley_Neutrino_2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186201/contribution.pdf,1
319,Interaction Clustering in Liquid Argon Time Projection Chamber using Graph Neural Networks,Qing Lin,"Francois Drielsma,Kazuhiro Terao,Pierre Cote de Soux,Qing Lin",,,Graph neural network based novel approach for clustering neutrino interactions in LAr TPCs.,https://indico.fnal.gov/event/19348/contributions/186177/attachments/129878/157847/2020-06-11_Qing_Lin_-_Full_chain_and_Interaction_clustering_posternu2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186177/attachments/129878/157847/2020-06-11_Qing_Lin_-_Full_chain_and_Interaction_clustering_posternu2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186177/contribution.pdf,2
320,Searching for neutrino decoherence from quantum gravitational space-time fluctuations with IceCube.,Tom Stuttard,Tom Stuttard,,IceCube,Neutrino decoherence from quantum gravity with IceCube.,https://indico.fnal.gov/event/19348/contributions/186230/attachments/129502/157115/Poster_NeutrinoDecoherenceIceCube_TomStuttard_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186230/attachments/129502/157115/Poster_NeutrinoDecoherenceIceCube_TomStuttard_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186230/contribution.pdf,3
